Raw,StoreCode,StoreName
"0996 PEP KATLEHONG LETSHOHO CENTRE SHOP 15 LETSHOHO CENTRE , HOSPITAL ROAD KATLEHONG KATLEHONG GAUTENG",0996,PEP KATLEHONG
"0997 PEP COFIMVABA SUPERSAVE CENTRE SHOP 19 SUPERSAVE CENTRE, MAIN STREET COFIMVABA COFIMVABA EASTERN CAPE",0997,PEP COFIMVABA
"4126 PEP KNYSNA THE JUNCTION SHOP 3 THE JUNCTION, ST GEORGES STREET NELSON STREET KNYSNA KNYSNA WESTERN CAPE",4126,PEP KNYSNA
"4132 PEP MTUBATUBA JOHN ROSS SHOP 2 DEKOS BUILDING, JOHN ROSS HIGHWAY MTUBATUBA MTUBATUBA KWAZULU-NATAL",4132,PEP MTUBATUBA
"4170 PEP VRYHEID PLAZA SHOP 4 VRYHEID PLAZA, MASON STREET VRYHEID VRYHEID KWAZULU-NATAL",4170,PEP VRYHEID
"4181 PEP KRUGERSDORP NBS CENTRE NBS CENTRE, 12 MONUMENT STREET KRUGERSDORP KRUGERSDORP GAUTENG",4181,PEP KRUGERSDORP
"4196 PEP LEPHALALE OK SHOPPING CTR SHOP 7 OK SHOPPING CENTRE, HENDRIK STREET LEPHALALE LEPHALALE LIMPOPO",4196,PEP LEPHALALE
"4206 PEP QUEENSTOWN CATHCART ROAD SHOP 2 BUILDING _, 80 CATHCART ROAD QUEENSTOWN QUEENSTOWN EASTERN CAPE",4206,PEP QUEENSTOWN
"4209 PEP BRONKHORSTSPRUIT LANHAM ST SHOP 346 KENNYS SPAR CENTRE , LANHAM STREET BRONKHORSTSPRUIT BRONKHORSTSPRUIT GAUTENG",4209,PEP BRONKHORSTSPRUIT
"4226 PEP LICHTENBURG SANLAM CENTRE SHOP 10 SANLAM CENTRE, DR NELSON MANDELA DRIVE LICHTENBURG LICHTENBURG NORTH WEST",4226,PEP LICHTENBURG
"4235 PEP GRAHAMSTOWN HIGH STREET SHOP _ BUILDING _, 46/48 HIGH STREET GRAHAMSTOWN GRAHAMSTOWN EASTERN CAPE",4235,PEP GRAHAMSTOWN
"4244 PEP ATLANTIS SHOPPING CENTRE SHOP LS09 ATLANTIS SHOPPING CENTRE, C/O REYGERSDAL ARION ROAD ATLANTIS ATLANTIS WESTERN CAPE",4244,PEP ATLANTIS
"4257 PEP TAUNG FORUM SC SHOP 20 TAUNG FORUM SHOP CENTRE, STATION ROAD TAUNG TAUNG NORTH WEST",4257,PEP TAUNG
"4259 PEP PIET RETIEF 27 CHURCH STR SHOP_ BUILDING_, 27 CHURCH STREET PIET RETIEF PIET RETIEF MPUMALANGA",4259,PEP PIET
"4266 PEP THABAZIMBI SHOPRITE CENTRE SHOP 5 SHOPRITE CENTRE , VANDERBIJL STREET THABAZIMBI THABAZIMBI LIMPOPO",4266,PEP THABAZIMBI
"4271 PEP RUSTENBURG BETHELEHEM DR SHOP, BETHELEHEM DRIVE RUSTENBURG RUSTENBURG NORTH WEST",4271,PEP RUSTENBURG
"4278 PEP SCOTTBURGH SHOP 106, SCOTT STREET SCOTTBURGH SCOTTBURGH KWAZULU-NATAL",4278,PEP SCOTTBURGH
"4280 PEP MTHATHA CHATHAM STREET SHOP 1 TRIANGLE DEVELOPMENT BUILDING, CHATHAM STREET MTHATHA MTHATHA EASTERN CAPE",4280,PEP MTHATHA
"4286 PEP GRAHAMSTOWN MARKET SQUARE SHOP 2 MARKET SQUARE MALL, BEAUFORT STREET WEST STREET GRAHAMSTOWN GRAHAMSTOWN EASTERN CAPE",4286,PEP GRAHAMSTOWN
"4300 PEPCELL CPT KHAYELITSHA MALL KHAYELITSHA MALL, C/O STEVE BIKO ROAD WALTER SISULU ROAD KHAYELITSHA KHAYELITSHA WESTERN CAPE",4300,PEPCELL CPT
"4301 PEPCELL PAROW CENTRE SHOP G79 PAROW CENTRE, CORNER VOORTREKKER ROAD DE LA REY ROAD PAROW PAROW WESTERN CAPE",4301,PEPCELL PAROW
"4303 PEPCELL CPT N1 CITY SHOP N1 CITY MALL, LOUWTJIE ROTHMAN STREET GOODWOOD CAPE TOWN WESTERN CAPE",4303,PEPCELL CPT
"4307 PEPCELL SOWETO MAPONYA MALL SHOP 142 MAPONYA MALL , OLD POTCHEFSTROOM ROAD KLIPSPRUIT SOWETO GAUTENG",4307,PEPCELL SOWETO
"4309 PEPCELL GERMISTON GOLDENWALK SHOP 64 GOLDENWALK SHOPPING CENTRE, 64 VICTORIA STREET GERMISTON GERMISTON GAUTENG",4309,PEPCELL GERMISTON
"4310 PEPCELL ROODEPOORT WESTGATE 1 SHOP 1 WESTGATE MALL , 25A ONTDEKKERS ROAD ROODEPOORT ROODEPOORT GAUTENG",4310,PEPCELL ROODEPOORT
"4318 PEPCELL TEMBISA PLAZA SHOP 14 TEMBISA PLAZA , 14 ANDREW MAPHETO STREET TEMBISA TEMBISA GAUTENG",4318,PEPCELL TEMBISA
"4320 PEPCELL VEREENIGING MARKPARK SHOP 57 A MARKPARK CENTRE , VOORTREKKER STREET VEREENIGING VEREENIGING GAUTENG",4320,PEPCELL VEREENIGING
"4324 PEPCELL SOUTHGATE MALL SHOP L159 SOUTHGATE MALL , COLUMBINE AVENUE RIFLE RANGE ROAD SOUTHGATE JOHANNESBURG GAUTENG",4324,PEPCELL SOUTHGATE
"4325 PEPCELL CPT GUGULETHU SQUARE SHOP 36 GUGULETHU SQUARE, C/O NY 6 and NY 3 STEVE BIKO STREET GUGULETU CAPE TOWN WESTERN CAPE",4325,PEPCELL CPT
"4329 PEPCELL CHRIS HANI CROSSING SHOP 16 CHRIS HANI CROSSING , CORNER BRIEKFIELD ROAD BIERMAN ROAD VOSLOORUS VOSLOORUS GAUTENG",4329,PEPCELL CHRIS
"4330 PEPCELL HAMMANSKRAAL RENBRO SHOP B08 RENBRO SHOPPING CENTRE, GREAT NORTH ROAD HAMMANSKRAAL HAMMANSKRAAL GAUTENG",4330,PEPCELL HAMMANSKRAAL
"4333 PEPCELL KHAYELITSHA LINK MALL SHOP 25 NONKQUBELA LINK MALL, SULANI DRIVE KHAYELITSHA KHAYELITSHA WESTERN CAPE",4333,PEPCELL KHAYELITSHA
"4336 PEPCELL UITENHAGE MALL SHOP H2A UITENHAGE MALL, MARKET STREET CHURCH STREET UITENHAGE UITENHAGE EASTERN CAPE",4336,PEPCELL UITENHAGE
"4341 PEPCELL VEREENIGING THABONG SC SHOP NO B08 THABONG SHOPPING CENTRE, B 08 MOSLOESHOE STREET SEBOKENG SEBOKENG GAUTENG",4341,PEPCELL VEREENIGING
"4345 PEPCELL JHB THE BRIDGE SC SHOP GO3 THE BRIDGE SHOPPING CENTRE , KING GEORGE STREET NOORD STREET JOHANNESBURG JOHANNESBURG GAUTENG",4345,PEPCELL JHB
"4346 PEPCELL THOHOYANDOU SANLAM SHOP 4 SANLAM BUILDING, MPHEPHU STREET THOHOYANDOU THOHOYANDOU LIMPOPO",4346,PEPCELL THOHOYANDOU
"4348 PEPCELL NELSPRUIT PLAZA SHOP 28 34 41 NELSPRUIT PLAZA, 7 HENSHALL STREET NELSPRUIT NELSPRUIT MPUMALANGA",4348,PEPCELL NELSPRUIT
"4349 PEPCELL TWIN CITY KRUIS STR SHOP 41 TWIN CITY MALL, KRUIS STREET BURGERSFORT BURGERSFORT LIMPOPO",4349,PEPCELL TWIN
"4354 PEPCELL BFN CENTRAL PARK SHOP 118 CENTRAL PARK SHOPPING CENTRE, C/O HANGER STREET PEET AVENUE BLOEMFONTEIN BLOEMFONTEIN FREE STATE",4354,PEPCELL BFN
"4357 PEPCELL CPT ST.GEORGES MALL SHOP 1 ST.GEORGES MALL, C/O HOUT STREET & ST GEORGES MALL CAPE TOWN CAPE TOWN WESTERN CAPE",4357,PEPCELL CPT
"4358 PEPCELL KIMBERLEY SHOP 2 SHOPRITE CENTRE, CNR YORK STREET CHAPEL STREET KIMBERLEY NORTH KIMBERLEY NORTHERN CAPE",4358,PEPCELL KIMBERLEY
"4361 PEPCELL MITCHELLS PLAIN OK CTR SHOP GF012 OK BAZAARS CENTRE, SYMPHONY WALK MITCHELLS PLAIN MITCHELLS PLAIN WESTERN CAPE",4361,PEPCELL MITCHELLS
"4364 PEPCELL TZANENG MALL KIOSK 5-6 TZANENG MALL, 24-26 DANIE JOUBERT STREET TZANEEN TZANEEN LIMPOPO",4364,PEPCELL TZANENG
"4366 PEPCELL PTA MAPHALLA STREET SHOP J07 MAMELODI CROSSING , MAPHALLA STREET STORMVOEL ROAD MAMELODI MAMELODI GAUTENG",4366,PEPCELL PTA
"4367 PEPCELL KLERKSDORP CITY MALL SHOP 33 CITY MALL, CORNER OLIVER TAMBO STREET NESER STREET KLERKSDORP KLERKSDORP NORTH WEST",4367,PEPCELL KLERKSDORP
"4372 PEPCELL LANDROS MAREE STR SHOP 10 PIONEER BUILDING, LANDROS MAREE STREET POLOKWANE POLOKWANE LIMPOPO",4372,PEPCELL LANDROS
"4374 PEPCELL PTA SAMMY MARKS SQUARE SHOP 3, 13 SAMMY MARKS SQUARE, CNR VAN DER WALT AVENUE & VERMEULEN STREET PRETORIA PRETORIA GAUTENG",4374,PEPCELL PTA
"4375 PEPCELL EMPANGENI SHOP 13B OK CENTRE, COMMERCIAL ROAD BIYELA ROAD EMPANGENI EMPANGENI KWAZULU-NATAL",4375,PEPCELL EMPANGENI
"4383 PEPCELL NORTHAM PLAZA SHOP 15 NORTHAM PLAZA , PROVIDENCIAL ROAD 1235 E162 NORTHAM RUSTENBURG LIMPOPO",4383,PEPCELL NORTHAM
"4385 PEPCELL VRYHEID PLAZA SHOP 49 ABAQULISI PLAZA, C/O UTRECHT & MASON STREET VRYHEID VRYHEID KWAZULU-NATAL",4385,PEPCELL VRYHEID
"4387 PEPCELL NEWCASTLE PB CENTRE SHOP 9 PB CENTRE, 32 KIRKLAND DRIVE NEWCASTLE NEWCASTLE KWAZULU-NATAL",4387,PEPCELL NEWCASTLE
"4392 PEPCELL GOLDEN ACRE SHOP C68 GOLDEN ACRE MALL, 9 ADDERLEY STREET CAPE TOWN CAPE TOWN WESTERN CAPE",4392,PEPCELL GOLDEN
"4398 PEPCELL PTA QUAGGA CENTRE SHOP 9 QUAGGA CENTRE, C/O QUAGGA STEET CHURCH STREET PRETORIA WEST PRETORIA GAUTENG",4398,PEPCELL PTA
"4399 PEPCELL KW TOWN FLEET STREET SHOP _ BUILDING _, FLEET STREET KING WILLIAMS TOWN KING WILLIAMS TOWN EASTERN CAPE",4399,PEPCELL KW
"4405 PEPCELL PTA MIDDESTAD CENTRE SHOP 55A MIDDESTAD CENTRE, 252 ANDRIES STREET PRETORIA PRETORIA GAUTENG",4405,PEPCELL PTA
"4412 PEPCELL LIBRARY GARDENS SHOP 4-5B LIBRARY GARDENS, C/O GROBLER STREET HANS VAN RENSBURG STREET POLOKWANE POLOKWANE LIMPOPO",4412,PEPCELL LIBRARY
"4413 PEPCELL THOHOYANDOU GAME SHOP 6 GAME CENTRE, MAIN ROAD (R523) THOHOYANDOU THOHOYANDOU LIMPOPO",4413,PEPCELL THOHOYANDOU
"4416 PEPCELL CATHEDRAL SQUARE SHOP 4B CATHEDRAL SQUARE, C/O MADEIRA STREET NELSON MANDELA STREET MTHATHA MTHATHA EASTERN CAPE",4416,PEPCELL CATHEDRAL
"4418 PEPCELL PTA STATION SQUARE SHOP 7 STATION SQUARE , SCHEIDING STREET PRETORIA PRETORIA GAUTENG",4418,PEPCELL PTA
"4425 PEPCELL LIBERTY PROMENADE SHOP 33B LIBERTY PROMENADE, C/O AZ BERMAN DRIVE MORGENSTER ROAD MITCHELLS PLAIN MITCHELLS PLAIN WESTERN CAPE",4425,PEPCELL LIBERTY
"4427 PEPCELL MAFIKENG NORTHWEST SHOP 21A NORTHWEST MALL, C/O STATION ROAD MAIN STREET MAFIKENG MAFIKENG NORTH WEST",4427,PEPCELL MAFIKENG
"4428 PEPCELL BENONI LAKESIDE MALL SHOP L 7A LAKESIDE MALL, TOM JONES STREET FARRARMERE BENONI GAUTENG",4428,PEPCELL BENONI
"4433 PEPCELL MDANTSANE CITY SHOP 101 MDANTSANE CITY CENTRE, 131 BRUG STREET MDANTSANE MDANTSANE EASTERN CAPE",4433,PEPCELL MDANTSANE
"4434 PEPCELL JHB DAVEYTON HEALD STR SHOP 11 SHOPRITE CENTRE, HEALD STREET DAVEYTON BENONI GAUTENG",4434,PEPCELL JHB
"4441 PEPCELL SIMUNYE CENTRE SHOP 5 SIMUNYE CENTRE, 6 OLD MAIN ROAD PINETOWN PINETOWN KWAZULU-NATAL",4441,PEPCELL SIMUNYE
"4442 PEPCELL MTHATHA PLAZA SHOP _ MTHATHA PLAZA, 35 NELSON MANDELA DRIVE MTHATHA MTHATHA EASTERN CAPE",4442,PEPCELL MTHATHA
"4443 PEPCELL RICHARDS BAY CHECKERS SHOP 17A CHECKERS CENTRE, SHILLING SWING STREET RICHARDS BAY RICHARDS BAY KWAZULU-NATAL",4443,PEPCELL RICHARDS
"4452 PEPCELL PONGOLA CITY MALL SHOP 22 PONGOLA CITY MALL, C/O NAUDE STREET & JAN MIELIE STREET PONGOLA PONGOLA KWAZULU-NATAL",4452,PEPCELL PONGOLA
"4453 PEPCELL ESHOWE SHOP 4 ELLERINES BUILDING, 13-15 OSBORNE ROAD ESHOWE ESHOWE KWAZULU-NATAL",4453,PEPCELL ESHOWE
"4454 PEPCELL JHB DAVEYTON MALL SHOP 27 DAVEYTON MALL, C/O EISELEN STREET TURTON STREET DAVEYTON BENONI GAUTENG",4454,PEPCELL JHB
"4455 PEPCELL DUNDEE SHOPRITE CENTRE SHOP 1A SHOPRITE CENTRE, 66 WILSON STREET DUNDEE DUNDEE KWAZULU-NATAL",4455,PEPCELL DUNDEE
"4456 PEPCELL COFIMVABA SUPERSAVE SHOP 3B SUPERSAVE CENTRE, MAIN STREET COFIMVABA COFIMVABA EASTERN CAPE",4456,PEPCELL COFIMVABA
"4459 PEPCELL TWIN CITY DIRK WINT ST SHOP 5 TWIN CITY MALL, DIRK WINTERBACH STREET BURGERSFORT BURGERSFORT LIMPOPO",4459,PEPCELL TWIN
"4468 PEPCELL POTCH RIVER WALK SHOP 8 RIVER WALK SHOPPING CENTRE, MOOIRIVIER DRIVE POTCHEFSTROOM POTCHEFSTROOM NORTH WEST",4468,PEPCELL POTCH
"4472 PEPCELL MURCHISON MALL LOWER LG 20 MURCHISON MALL, 262 MURCHISON STREET LADYSMITH LADYSMITH KWAZULU-NATAL",4472,PEPCELL MURCHISON
"4478 PEPCELL QUEENSTOWN NONESI MALL SHOP 48 NONESI MALL, KOMANI STREET QUEENSTOWN QUEENSTOWN EASTERN CAPE",4478,PEPCELL QUEENSTOWN
"4479 PEPCELL MALL@EMBA SHOP 77B MALL@EMBALENHLE, C/O MBALENHLE AVE & EMBA MAIN ROAD EMBALENHLE SECUNDA MPUMALANGA",4479,PEPCELL MALL@EMBA
"4481 PEPCELL BUTTERWORTH FINGOLAND SHOP 29 FINGOLAND MALL, C/O ACADEMY STREET UMTATA ROAD (N2) BUTTERWORTH BUTTERWORTH EASTERN CAPE",4481,PEPCELL BUTTERWORTH
"4485 PEPCELL RICHARDS BAY BOARDWALK SHOP U004 BOARDWALK INKWAZI, KRUGERRAND ROAD RICHARDS BAY RICHARDS BAY KWAZULU-NATAL",4485,PEPCELL RICHARDS
"4486 PEPCELL KHAYELITSHA SITE-C SHOP 16 SHOPRITE SITE C PLAZA, C/O SOLOMON TSHUKU DRIVE IDADA AVENUE KHAYELITSHA KHAYELITSHA WESTERN CAPE",4486,PEPCELL KHAYELITSHA
"4487 PEPCELL JHB CARLTON CENTRE SHOP G20 CARLTON CENTRE, C/O COMMISSIONER STREET KRUIS STREETS JOHANNESBURG JOHANNESBURG GAUTENG",4487,PEPCELL JHB
"4491 PEPCELL MARIKANA SHOP 17,MARIKANA SHOPPING CENTRE, MARIKANA SHOPPING CENTRE MAIN ROAD MARIKANA MARIKANA NORTH WEST",4491,PEPCELL MARIKANA
"4494 PEPCELL PTA SCOTTS CORNER SHOP 3 SCOTTS CORNER, C/O BLOED STREET & VAN DER WALT STREET PRETORIA PRETORIA GAUTENG",4494,PEPCELL PTA
"4495 PEPCELL MATATIELE RHINO CENTRE SHOP 26B RHINO SHOPPING CENTRE, STATION ROAD MATATIELE MATATIELE EASTERN CAPE",4495,PEPCELL MATATIELE
"4497 PEPCELL PE NEW BRIGHTON KENAKO SHOP 34B KENAKO MALL, C/O UITENHAGE ROAD SPONDO STREET NEW BRIGHTON PORT ELIZABETH EASTERN CAPE",4497,PEPCELL PE
"4500 PEPCELL TAUNG SQUARE SHOP 12, TAUNG SQUARE, MAIN STREET TAUNG TAUNG NORTH WEST",4500,PEPCELL TAUNG
"4506 PEP GROBLERSDAL VAN RIEBEECK SHOP 208 , VAN RIEBEECK STREET GROBLERSDAL GROBLERSDAL LIMPOPO",4506,PEP GROBLERSDAL
"4512 PEP MALELANE INGWE S CENTRE SHOP 13 INGWE SHOPPING CENTRE , IMPALA STREET MALELANE MALELANE MPUMALANGA",4512,PEP MALELANE
"4525 PEP TZANEEN CROSSING SHOP 24 TZANEEN CROSSING, LYDENBURG ROAD TZANEEN TZANEEN LIMPOPO",4525,PEP TZANEEN
"4527 PEP VRYHEID 226 CHURCH STREET SHOP 2 BUILDING_, 226 CHURCH STREET VRYHEID VRYHEID KWAZULU-NATAL",4527,PEP VRYHEID
"4537 PEPCELL PHUTHADITJHABA MANDELA SHOP 17A MANDELA PARK SHOPPING CENTRE, MOTA ROAD PHUTHADITJHABA PHUTHADITJHABA FREE STATE",4537,PEPCELL PHUTHADITJHABA
"4539 PEPCELL NKOMO VILLAGE PTA SHOP 3215-C03 NKOMO VILLAGE, C/O CHURCH STREET AND TLOU STREET ATTERIDGEVILLE PRETORIA GAUTENG",4539,PEPCELL NKOMO
"4542 PEPCELL MAMS MALL MAMELODI PTA SHOP 20 MAMS MALL, TSAMAYA AVENUE MAMELODI PRETORIA GAUTENG",4542,PEPCELL MAMS
"4544 PEPCELL UMZIMKULU DEBRUYN MALL SHOP NO 7 DE BRUYN MALL, MAIN STREET UMZIMKULU UMZIMKULU KWAZULU-NATAL",4544,PEPCELL UMZIMKULU
"4554 PEPCELL PHILIPPI JUNXION MALL SHOP 6 THE JUNXION MALL, C/O NEW EISLEBEN ROAD JAPHTA K MASEMOLA ROAD PHILIPPI CAPE TOWN WESTERN CAPE",4554,PEPCELL PHILIPPI
"4555 PEPCELL PORT ST JOHNS SHOP 1 MEEC BANK CENTRE, BRIDGE STREET PORT ST JOHNS PORT ST JOHNS EASTERN CAPE",4555,PEPCELL PORT
"4565 PEPCELL UMZINTO BHAI CENTRE SHOP B7 BHAI CENTRE, MAIN RD UMZINTO UMZINTO KWAZULU-NATAL",4565,PEPCELL UMZINTO
"4571 PEPCELL PE PIER 14 SHOP 28B PIER 14 SHOPPING CENTRE, 444 GOVEN MBEKI AVENUE NORTH END PORT ELIZABETH EASTERN CAPE",4571,PEPCELL PE
"4572 PEPCELL KIMBERLEY DIAMOND PAV SHOP 21 DIAMOND PAVILION, C/O OLIVER & MAC DOUGALL STREET MONUMENT HEIGHTS KIMBERLEY NORTHERN CAPE",4572,PEPCELL KIMBERLEY
"4574 PEPCELL PINETOWN HILL STREET SHOP 32, HILL STREET NEW GERMANY PINETOWN KWAZULU-NATAL",4574,PEPCELL PINETOWN
"4578 PEPCELL QUMBU PLAZA SHOP QUMBU PLAZA, Auburt St QUMBU QUMBU EASTERN CAPE",4578,PEPCELL QUMBU
"4579 PEPCELL EYETHU ORANGE FARM SHOP L3C2 EYETHU ORANGE FARM, GOLDEN HIGHWAY ORANGE FARM ORANGE FARM GAUTENG",4579,PEPCELL EYETHU
"4580 PEPCELL TEMBISA BIRCH ACRES SQ SHOP 9 BIRCH ACRES SQUARE, C/O ANDREW MAPHETA & ISIMUKU STREET BIRCH ACRES TEMBISA GAUTENG",4580,PEPCELL TEMBISA
"4582 PEPCELL METROPOLITAN CENTRE SHOP C05 METROPOLITAN CENTRE, C/O EADIE & BOTHA AVENUE WITBANK WITBANK MPUMALANGA",4582,PEPCELL METROPOLITAN
"4593 PEPCELL MIDDELBURG MALL (MP) SHOP 12 MIDDELBURG MALL, C/O FONTEIN & TSWELOPELE AVENUE MIDDELBURG MIDDELBURG MPUMALANGA",4593,PEPCELL MIDDELBURG
"4621 PEPCELL PE MOTHERWELL SHOP 14 MOTHERWELL SHOPPING CENTRE, C/O NYARA & TYINIRA STREET PORT ELIZABETH PORT ELIZABETH EASTERN CAPE",4621,PEPCELL PE
"4622 PEPCELL TEMBISA MALL SHOP G37 MALL OF TEMBISA , C/O ALUMINIUM & R563 TEMBISA TEMBISA GAUTENG",4622,PEPCELL TEMBISA
"4623 PEPCELL TEMBISA MALL SHOP F28 MALL OF TEMBISA, C/O ALUMINIUM & R563 TEMBISA TEMBISA GAUTENG",4623,PEPCELL TEMBISA
"4626 PEPCELL PORT SHEPSTONE SHOP 10 ORIBI PLAZA, AIKAN STREET PORT SHEPSTONE PORT SHEPSTONE KWAZULU-NATAL",4626,PEPCELL PORT
"4631 PEPCELL MTHATHA CIRCUS SHOP 16 CIRCUS TRIANGLE SHOPPING CENTRE , C/O SUTHERLAND & CATHAM STREET MTHATHA MTHATHA EASTERN CAPE",4631,PEPCELL MTHATHA
"4632 PEPCELL RANDFONTEIN SHOP 7 UMPHAKATHI MALL, C/O R55 & R28 MOHLAKENG RANDFONTEIN RANDFONTEIN GAUTENG",4632,PEPCELL RANDFONTEIN
"4633 PEPCELL THOHOYANDOU MVUSULUDZO SHOP 37B MVUSULUDZO MALL , GARDEN ROUTE THOHOYANDOU THOHOYANDOU LIMPOPO",4633,PEPCELL THOHOYANDOU
"4640 PEPCELL BRACKENFELL CAPE GATE SHOP U68 BRACKENFELL CAPE GATE , C/O DE BRON & OKOVANGO DRIVE BRACKENFELL CAPE TOWN WESTERN CAPE",4640,PEPCELL BRACKENFELL
"4641 PEPCELL KIMBERLEY KIMPARK SHOP 12 KIMPARK, C/O LENNOX & CHAPEL STR KIMBERLEY KIMBERLEY NORTHERN CAPE",4641,PEPCELL KIMBERLEY
"4642 PEPCELL RICHRDS BAY JUNCTION SHOP 5, C/O BULLION & KRUGER RAND ROAD RICHARDS BAY RICHARDS BAY KWAZULU-NATAL",4642,PEPCELL RICHRDS
"4645 PEPCELL GREENACRES CENTRE SHOP 11 GREENACRES SHOPPING CENTRE, 1 RING RD PORT ELIZABETH PORT ELIZABETH EASTERN CAPE",4645,PEPCELL GREENACRES
"4649 PEPCELL NELSPRUIT EKUKHANYENI SHOP 5 EKUKHANYENI CENTRE, BROWN STREET NELSPRUIT NELSPRUIT MPUMALANGA",4649,PEPCELL NELSPRUIT
"4650 PEPCELL VEREENIGING RIVER SQR SHOP P10 RIVER SQUARE SHOPPING CENTRE, NILE DRIVE THREE RIVERS VEREENIGING GAUTENG",4650,PEPCELL VEREENIGING
"4656 PEPCELL EMPANGENI SANLUM CNTR SHOP 232 SANLAM CENTRE, MAXWELL STREET EMPANGENI EMPANGENI KWAZULU-NATAL",4656,PEPCELL EMPANGENI
"4660 PEPCELL SOWETO DLAMINI SHOP 4 DLAMINI SHOPPING CENTRE, C/O CHRIS HANI & MTAMBO STREET DLAMINI SOWETO GAUTENG",4660,PEPCELL SOWETO
"4665 PEPCELL EL VINCENT PARK SHOP U100 VINCET PARK MALL, C/O DEVEREUX AVENUE & SURRAY ROAD VINCENT EAST LONDON EASTERN CAPE",4665,PEPCELL EL
"4677 PEPCELL CT MILNERTON DUNOON SHOP 4 STABLES SHOPPING CENTRE, POSTDAM RD DUNOON MILNERTON WESTERN CAPE",4677,PEPCELL CT
"4679 PEPCELL ROBERTSON SHOPRITE SHOP 9A ROBERTSON SHOPRITE, 18 HOOP STREET ROBERTSON ROBERTSON WESTERN CAPE",4679,PEPCELL ROBERTSON
"4691 PEPCELL SOWETO DOBSON POINT SHOP 04 DOBSON POINT SHOPPING CENTRE, 52 MOTAJANA STREET DOBSONVILLE SOWETO GAUTENG",4691,PEPCELL SOWETO
"4698 PEPCELL PTA MAMELODI SQUARE SHOP 19 MAMELODI SQUARE, C/O TSAMAYA & SHILOVHANE AVENUES MAMELODI PRETORIA GAUTENG",4698,PEPCELL PTA
"4702 PEPCELL DBN THE WORKHOP SHOP 11 THE WORKHOP CENTRE, 99 SAMORA MACHEL STREET DURBAN DURBAN KWAZULU-NATAL",4702,PEPCELL DBN
"4709 PEPCELL GREENACRES SHOP B19, THE BRIDGE SHOPPING CENTRE, CNR CAPE ROAD & CJ LANGENHOVEN DRIVE GREENACRES PORT ELIZABETH PORT ELIZABETH EASTERN CAPE",4709,PEPCELL GREENACRES
"4712 PEPCELL BRITS SPOORWEG STREET SHOP 15 SIPARA CENTRE, SPOORWEG STREET BRITS BRITS NORTH WEST",4712,PEPCELL BRITS
"4715 PEPCELL NELSPRUIT PROMENADE SHOP 49,PROMENADE, CNR SAMORA MACHEL & HENSHALL STREET NELSPRUIT NELSPRUIT MPUMALANGA",4715,PEPCELL NELSPRUIT
"4717 PEPCELL VERULAM CITY MALL SHOP L2A, CITY MALL, 69 WICK STREET VERULAM VERULAM KWAZULU-NATAL",4717,PEPCELL VERULAM
"4723 PEPCELL DIEPKLOOF SQUARE SHOP 11 DIEPKLOOF SQUARE, C/O IMMINK DRIVE EBEN CUYLER DRIVE DIEPKLOOF DIEPKLOOF GAUTENG",4723,PEPCELL DIEPKLOOF
"4724 PEPCELL PORT SHEPSTONE SHOP 6, SHOPRITE, ROBINSON ROAD & WOOLEY STREET PORT SHEPSTONE PORT SHEPSTONE KWAZULU-NATAL",4724,PEPCELL PORT
"4725 PEPCELL MORULENG MALL SHOP 30A, MORULENG MALL, MAIN HOSPITAL ROAD (50-1) SAULSPOORT MORULENG NORTH WEST",4725,PEPCELL MORULENG
"4726 PEPCELL SESHEGO CIRCLE SHOP 12, SESHEGO CIRCLE, DITLOU STREET POLOKWANE POLOKWANE LIMPOPO",4726,PEPCELL SESHEGO
"4731 PEPCELL RICHARDS BAY BOARDWALK SHOP L71B,BOARDWALK, INKWAZI, KRUGER RAND ROAD RICHARDS BAY RICHARDS BAY KWAZULU-NATAL",4731,PEPCELL RICHARDS
"4732 PEPCELL KRUGERSDORP KAGISO SHOP 27, KAGISO MALL, CNR RANDFONTEIN ROAD & KAGISO STREET KAGISO KRUGERSDORP GAUTENG",4732,PEPCELL KRUGERSDORP
"4737 PEPCELL MIDSTONE MALL MHLUZI MIDSTONE MALL, C/O IKANGENG STREET TSWELOPELE ROAD MIDDELBURG MIDDELBURG MPUMALANGA",4737,PEPCELL MIDSTONE
"4740 PEPCELL EMPANGENI SANLAM CENTR SHOP 112A, EMPANGENI SANLAM CENTRE, MAXWELL STREET EMPANGENI EMPANGENI KWAZULU-NATAL",4740,PEPCELL EMPANGENI
"4741 PEPCELL PMB SELGRO CENTRE SELGRO CENTRE, C/O CHURCH STREET BOSHOFF STREET PIETERMARITZBURG PIETERMARITZBURG KWAZULU-NATAL",4741,PEPCELL PMB
"4742 PEPCELL DBN PHOENIX PLAZA SHOP 93, PHOENIX PLAZA, 19 PARTHENON STREET PHOENIX DURBAN KWAZULU-NATAL",4742,PEPCELL DBN
"4743 PEPCELL DAYIZENZA PLAZA SHOP 12, DAYIZENZA PLAZA, R538 & R569 NUMBI NELSPRUIT MPUMALANGA",4743,PEPCELL DAYIZENZA
"4744 PEPCELL WITBANK KWA GUQA MALL SHOP 21B KWA-GUQA MALL, C/O MATTHEW PHOSA ROAD & N4 KWAGUQA WITBANK MPUMALANGA",4744,PEPCELL WITBANK
