Raw,StoreCode,StoreName
"4746 PEPCELL LOWVELD MALL (PNP) SHOP 168 LOWVELD MALL, PORTIA SHABANGU DRIVE HAZYVIEW HAZYVIEW MPUMALANGA",4746,PEPCELL LOWVELD
"4747 PEPCELL LOWVELD MALL (SPAR) SHOP 12 LOWVELD MALL, C/O R40 MAIN ROAD PORTIA SHABANGU DRIVE HAZYVIEW HAZYVIEW MPUMALANGA",4747,PEPCELL LOWVELD
"4748 PEPCELL MALUTI CRESCENT SHOP 29A, SETSING CRESCENT, C/O SETAI STREET & MOTLAING STREET PHUTHADITJHABA PHUTHADITJHABA FREE STATE",4748,PEPCELL MALUTI
"4756 PEPCELL PTA MAMELODI MAHUBE SHOP 6I, MAHUBE SHOPPING CENTRE, CNR K54 & TSHAMAYA AVENUE MAMELODI MAMELODI GAUTENG",4756,PEPCELL PTA
"4759 PEPCELL THOHOYANDOU MUTSINDO SHOP 22 MUTSINDO MALL, C/O TSHANDUKO STREET GARDEN ROUTE THOHOYANDOU THOHOYANDOU LIMPOPO",4759,PEPCELL THOHOYANDOU
"4767 PEPCELL KABOKWENI PLAZA SHOP 205A, KABOKWENI PLAZA, MAIN ROAD WHITE RIVER WHITE RIVER MPUMALANGA",4767,PEPCELL KABOKWENI
"4768 PEPCELL BELA-BELA SHOPRITE SHOP E SHOPRITE CENTRE, C/O MARX STREET SUTTER ROAD BELA-BELA BELA-BELA LIMPOPO",4768,PEPCELL BELA-BELA
"4780 PEPCELL BOTSHABELO RCM COMPLEX SHOP R07A RCM COMPLEX, C/O STRAND STREET RE-A-HOLA STREET BOTSHABELO BOTSHABELO FREE STATE",4780,PEPCELL BOTSHABELO
"4786 PEPCELL PAARL SHOPRITE CENTRE SHOP 37B, SHOPRITE CENTRE, CNR BERGRIVER BOULEVARD & VAN DER LINGEN STREET PAARL PAARL WESTERN CAPE",4786,PEPCELL PAARL
"4787 PEPCELL BRITS MALL SHOP 101 BRITS MALL, C/O HENDRIK VERWOERD AVENUE MAPLE AVENUE BRITS BRITS NORTH WEST",4787,PEPCELL BRITS
"4793 PEPCELL PTA BLOED STREET SHOP 3B, BLOED STREET MALL, BLOED STREET & LILIAN NGOYI STREET PRETORIA PRETORIA GAUTENG",4793,PEPCELL PTA
"4796 PEPCELL GRAHAMSTOWN MRKT SQRE SHOP 5B MARKET SQUARE, C/O BEAUFORT STREET WEST STREET GRAHAMSTOWN GRAHAMSTOWN EASTERN CAPE",4796,PEPCELL GRAHAMSTOWN
"4798 PEPCELL NEWCASTLE TAXI CITY SHOP 6A-B, TAXI CITY, CNR ALLEN STREET & KIRKLAND STREET NEWCASTLE NEWCASTLE KWAZULU-NATAL",4798,PEPCELL NEWCASTLE
"4799 PEPCELL TEMBISA TEMBI MALL SHOP 11 TEMBI MALL, C/O GEORGE NYANGA DRIVE SHEBA STREET TEMBISA TEMBISA GAUTENG",4799,PEPCELL TEMBISA
"4800 PEPCELL PRESIDENT VAAL SQUARE SHOP 12, PRESIDENT VAAL SQUARE, PLAYFAIR BOULEVARD VEREENIGING VEREENIGING GAUTENG",4800,PEPCELL PRESIDENT
"4801 PEPCELL PTA CENTRE WALK SHOP 14, CENTRE WALK, 266 PRETORIUS STREET PRETORIA PRETORIA GAUTENG",4801,PEPCELL PTA
"4804 PEPCELL MANKWENG PALEDI MALL SHOP 43, PALEDI MALL, R71 TURFLOOP SOVENGA LIMPOPO",4804,PEPCELL MANKWENG
"4806 PEPCELL DELMAS WILLOW CORNER WILLOW CORNER SHOPPING CENTRE, C/O SAREL CILLIERS STREET 2ND AVENUE DELMAS DELMAS MPUMALANGA",4806,PEPCELL DELMAS
"4807 PEPCELL CPT MPLAIN PROMENADE LIBERTY PROMENADE, C/O AZ BERMAN DRIVE MORGENSTER ROAD MITCHELLS PLAIN MITCHELLS PLAIN WESTERN CAPE",4807,PEPCELL CPT
"4810 PEPCELL PTA STANDARD BANK SHOP 39B, STANDARD BANK BUILDING, CENTRAL STREET PRETORIA PRETORIA GAUTENG",4810,PEPCELL PTA
"4812 PEPCELL KURUMAN SHOP 8, SHOPRITE CENTRE, LIVINGSTONE STREET KURUMAN KURUMAN NORTHERN CAPE",4812,PEPCELL KURUMAN
"4819 PEPCELL MATATIELE BOXER CENTRE SHOP 7 BOXER CENTRE, 82 NORTH STREET MATATIELE MATATIELE EASTERN CAPE",4819,PEPCELL MATATIELE
"4824 PEPCELL CPT NYANGA JUNCTION SHOP FC5 NYANGA JUNCTION SHOPPING CENTRE, DUINEFONTEIN ROAD NYANGA CAPE TOWN WESTERN CAPE",4824,PEPCELL CPT
"4825 PEPCELL ROODEPOORT VAN WYK STR SHOP 01, MERLIN HOUSE, VAN WYK STREET ROODEPOORT ROODEPOORT GAUTENG",4825,PEPCELL ROODEPOORT
"4828 PEP CELL TUGELA FERRY MALL SHOP 10, TUGELA FERRY MALL, R33 MAIN ROAD TUGELA FERRY TUGELA FERRY KWAZULU-NATAL",4828,PEP CELL
"4829 PEPCELL MTHATHA NGEBS CITY SHOP 55, MTHATHA NGEBS CITY, ERROL SPRING AVENUE MTHATHA MTHATHA EASTERN CAPE",4829,PEPCELL MTHATHA
"4832 PEPCELL PMB CAPITAL CENTRE CAPITAL CENTRE, C/O MURPHY STREET CHURCH STREET PIETERMARITZBURG PIETERMARITZBURG KWAZULU-NATAL",4832,PEPCELL PMB
"4833 PEPCELL EMOYENI MALL EMOYENI MALL, C/O JUPITER STREET MVULA STREET MSOGWABA NELSPRUIT MPUMALANGA",4833,PEPCELL EMOYENI
"4834 PEPCELL BIRCH ACRES MALL SHOP 33, BIRCH ACRES MALL, ANDREW MAPHETO DRIVE TEMBISA TEMBISA GAUTENG",4834,PEPCELL BIRCH
"4835 PEPCELL KAMAQHEKEZA PLAZA SHOP 11, KAMAQHEKEZA PLAZA, MAIN ROAD (R571) KAMAQHEKEZA NELSPRUIT MPUMALANGA",4835,PEPCELL KAMAQHEKEZA
"4836 PEPCELL SOWETO MAPONYA MALL SHOP 124 MAPONYA MALL, CHRIS HANI ROAD KLIPSPRUIT SOWETO GAUTENG",4836,PEPCELL SOWETO
"4839 PEPCELL CHRIS HANI CROSSING SHOP 36 CHRIS HANI CROSSING, C/O BIERMAN ROAD BRICKFIELD ROAD VOSLOORUS VOSLOORUS GAUTENG",4839,PEPCELL CHRIS
"4842 PEPCELL GOLDSFIELDS MALL SHOP 4, WELKOM GOLDSFIELDS MALL, CNR STATEWAY BOULEVARD & BUITEN STREET WELKOM WELKOM FREE STATE",4842,PEPCELL GOLDSFIELDS
"4844 PEPCELL QUMBU SHOPPING CENTRE SHOP 26, QUMBU SHOPPING CENTRE, 266 HOPE STREET QUMBU QUMBU EASTERN CAPE",4844,PEPCELL QUMBU
"4845 PEPCELL BUFFALO CENTRE SHOP 4C, BUFFALO CENTRE, 42-44 BUFFALO STREET & TERMINUS STREET EAST LONDON EAST LONDON EASTERN CAPE",4845,PEPCELL BUFFALO
"4846 PEPCELL CPT BLUE ROUTE MALL SHOP G258 BLUE ROUTE MALL, C/O TOKAI ROAD VANS ROAD TOKAI CAPE TOWN WESTERN CAPE",4846,PEPCELL CPT
"4847 PEPCELL YORK STREET SHOP 1, CITY CENTRE, CNR YORK STREET & SUTHERLAND STREET MTHATHA MTHATHA EASTERN CAPE",4847,PEPCELL YORK
"4851 PEPCELL WYNBERG MAYNARD MALL SHOP 5 MAYNARD MALL, C/O MAIN ROAD WETTON ROAD WYNBERG CAPE TOWN WESTERN CAPE",4851,PEPCELL WYNBERG
"4854 PEPCELL CPT MIDDESTAD MALL SHOP SH60 MIDDESTAD MALL, C/O CHARL MALAN STREET BELRAIL ROAD BELLVILLE CAPE TOWN WESTERN CAPE",4854,PEPCELL CPT
"4857 PEPCELL GILLWELL CENTRE SHOP UG6, GILLWELL SHOPPING CENTRE, GILLWELL STREET & FLEET STREET EAST LONDON EAST LONDON EASTERN CAPE",4857,PEPCELL GILLWELL
"4858 PEPCELL EMPANGENI BIYELA CENTR SHOP 35, BIYELA CENTRE, 3-7 BIYELA STREET EMPANGENI EMPANGENI KWAZULU-NATAL",4858,PEPCELL EMPANGENI
"4861 PEPCELL CPT MFULENI SHOPRITE SHOP 13 SHOPRITE CENTRE, C/O O NQUBELANI STREET MAIN STREET MFULENI CAPE TOWN WESTERN CAPE",4861,PEPCELL CPT
"4872 PEPCELL BOITUMELO JUNCTION SHOP 47, BOITUMELO JUNCTION, CNR NKOANE WEG & PHAKATI DRIVE WELKOM WELKOM FREE STATE",4872,PEPCELL BOITUMELO
"4876 PEPCELL DAVEYTON MAYFIELD SQ SHOP 9 MAYFIELD SQUARE, LURIE ROAD DAVEYTON BENONI GAUTENG",4876,PEPCELL DAVEYTON
"4882 PEPCELL SOWETO PROTEA GARDENS SHOP 006, PROTEA GARDENS MALL, CHRIS HANI ROAD PROTEA SOUTH SOWETO GAUTENG",4882,PEPCELL SOWETO
"4884 PEPCELL BOKSBURG DAWN PARK SHOP 27A DAWN PARK SHOPPING CENTRE, C/O GALAHAD ROAD DAGBREEK STREET DAWN PARK BOKSBURG GAUTENG",4884,PEPCELL BOKSBURG
"4885 PEPCELL FLAGSTAFF SHOP 1, MAIN STREET FLAGSTAFF FLAGSTAFF EASTERN CAPE",4885,PEPCELL FLAGSTAFF
"4886 PEPCELL PINEWALK CENTRE SHOP 11, PINEWALK CENTRE, 22 KINGS ROAD PINETOWN PINETOWN KWAZULU-NATAL",4886,PEPCELL PINEWALK
"4887 PEPCELL ESTCOURT ITHALA CENTR SHOP S14-S15, ESTCOURT ITHALA SHOPPING CENTRE, HARDING STREET ESTCOURT ESTCOURT KWAZULU-NATAL",4887,PEPCELL ESTCOURT
"4892 PEPCELL MOUNT FRERE NTSIZWA SHOP 10, NTSIZWA MALL, 224 MAIN ROAD MOUNT FRERE MOUNT FRERE EASTERN CAPE",4892,PEPCELL MOUNT
"4893 PEPCELL MTHATHA ELLIOTT BRIDGE SHOP 6, BOXER ELLIOTT, C/O ELLIOTT ROAD & BRIDGE STREET MTHATHA MTHATHA EASTERN CAPE",4893,PEPCELL MTHATHA
"4894 PEPCELL KLERKSDORP TOWER MALL SHOP 10A-B, TOWER MALL, C/O N12 & JABULANI STREET KLERKSDORP KLERKSDORP NORTH WEST",4894,PEPCELL KLERKSDORP
"4898 PEPCELL TSOLO SHOP, MAIN STREET TSOLO TSOLO EASTERN CAPE",4898,PEPCELL TSOLO
"4901 PEPCELL LUSIKISIKI MAIN STREET SHOP 9, MAIN STREET LUSIKISIKI LUSIKISIKI EASTERN CAPE",4901,PEPCELL LUSIKISIKI
"4902 PEPCELL SOWETO DEVLAND CENTRE SHOPRITE DEVLAND CENTRE, C/O JAN DE NECKER DRIVE GOLDEN HIGHWAY (R553) DEVLAND SOWETO GAUTENG",4902,PEPCELL SOWETO
"4905 PEPCELL PHUTHADITJHABA SETSING SHOP 418 A, SETSING PLAZA, MAMPOI STREET (AKA MAIN WITSIESHOEK ROAD) PHUTHADITJHABA PHUTHADITJHABA FREE STATE",4905,PEPCELL PHUTHADITJHABA
"4916 PEPCELL ATLANTIS CITY CENTRE SHOP 20 ATLANTIS CITY SHOPPING CENTRE, C/O WESTFLEUR CIRCLE REYGERSDAL DRIVE ATLANTIS ATLANTIS WESTERN CAPE",4916,PEPCELL ATLANTIS
"4917 PEPCELL ALEX MALL SHOP 67A, ALEX MALL, INTERSECTION OF LONDON ROAD AND M3 ALEXANDRA ALEXANDRA GAUTENG",4917,PEPCELL ALEX
"4919 PEPCELL GREAT NORTH SHOP 55A, GREAT NORTH ROAD PLAZA, CNR SMELTER AVENUE AND GREAT NORTH ROAD (N1) MUSINA MUSINA LIMPOPO",4919,PEPCELL GREAT
"4920 PEPCELL SOWETO NDOFAYA MALL SHOP 4 NDOFAYA MALL, C/O HEKROODT CIRCLE ODENDAAL ROAD MEADOWLANDS SOWETO GAUTENG",4920,PEPCELL SOWETO
"4923 PEPCELL CPT DUNOON ROMA CENTRE ROMA CENTRE, C/O WINNING WAY POTSDAM ROAD DUNOON CAPE TOWN WESTERN CAPE",4923,PEPCELL CPT
"4924 PEPCELL WITBANK DOWNTOWN MALL SHOP 26, DOWNTOWN MALL, 14 DIEDERICHS STREET WITBANK WITBANK MPUMALANGA",4924,PEPCELL WITBANK
"4931 PEPCELL THOHOYANDOU THAVHANI SHOP THAVHANI MALL, R524 THOHOYANDOU THOHOYANDOU LIMPOPO",4931,PEPCELL THOHOYANDOU
"4933 PEPCELL PTA SHARON'S PLACE SHARON'S PLACE, C/O LILIAN NGOYI STREET & JOHANNES RAMOKHOASE STREET PRETORIA PRETORIA GAUTENG",4933,PEPCELL PTA
"4937 PEP CELL KRUGERSDORP.KEY WEST SHOP 75, KEY WEST SHOPPING CENTRE, C/O PAARDEKRAAL DRIVE & VILJOEN STREET KRUGERSDORP KRUGERSDORP GAUTENG",4937,PEP CELL
"4940 PEPCELL QUEENSTOWN ROBINSON RD SHOP 3, 81 ROBINSON ROAD QUEENSTOWN QUEENSTOWN EASTERN CAPE",4940,PEPCELL QUEENSTOWN
"4941 PEPCELL DELFT MALL DELFT MALL, C/O HINDLE ROAD & DELFT MAIN ROAD DELFT CAPE TOWN WESTERN CAPE",4941,PEPCELL DELFT
"4942 PEPCELL KUILSRIVER SHOPRITE SHOPRITE CENTRE, C/O RIEBEECK ROAD NOOIENSFONTEIN ROAD KUILSRIVIER KUILS RIVIER WESTERN CAPE",4942,PEPCELL KUILSRIVER
"4948 PEPCELL ZEERUST SHOP 2, 34 CHURCH STREET ZEERUST ZEERUST NORTH WEST",4948,PEPCELL ZEERUST
"4953 PEPCELL PMB CAMBRIDGE CENTRE CAMBRIDGE CENTRE, 420 PIETERMARTIZ STREET PIETERMARITZBURG PIETERMARITZBURG KWAZULU-NATAL",4953,PEPCELL PMB
"4956 PEPCELL ZEVENWACHT MALL ZEVENWACHT MALL, C/O JAN VAN RIEBEECK POLKADRAAI ROAD KUILS RIVER KUILS RIVER WESTERN CAPE",4956,PEPCELL ZEVENWACHT
"4957 PEPCELL KAALFONTEIN CORNER KAALFONTEIN CORNER, C/O ANGELFISH STREET MAIN ROAD KAALFONTEIN TEMBISA GAUTENG",4957,PEPCELL KAALFONTEIN
"4958 PEPCELL WATERGATE CENTRE WATERGATE CENTRE, C/O AZ BERMAN DRIVE R300 CAPE FLATS ROAD MITCHELLS PLAIN CAPE TOWN WESTERN CAPE",4958,PEPCELL WATERGATE
"4967 PEPCELL VEREENIGING MARK PARK MARK PARK, C/O VOORTREKKER STREET BEACONSFIELD ROAD VEREENIGING VEREENIGING GAUTENG",4967,PEPCELL VEREENIGING
"4968 PEPCELL MUSINA CENTRE MUSINA CENTRE, C/O N1 LIMPOPO AVENUE MUSINA MUSINA LIMPOPO",4968,PEPCELL MUSINA
"4973 PEPCELL KWAGGA PLAZA 2 SHOP 98B KWAGGA PLAZA, C/O R573 MOLOTO ROAD KALUSHI STREET KWAGGAFONTEIN KWAGGAFONTEIN MPUMALANGA",4973,PEPCELL KWAGGA
"4975 PEPCELL DR YUSUF DADOO STREET SHOP, C/O DR PIXLEY KASEME STREET DR YUSUF DADOO STREET DURBAN DURBAN KWAZULU-NATAL",4975,PEPCELL DR
"4981 PEPCELL MIDDELBURG MP SHOPRITE SHOP 26 MIDDLEBURG SHOPRITE CENTRE, C/O SADC STREET JOHN MAGAGULA STREET MIDDELBURG MIDDELBURG MPUMALANGA",4981,PEPCELL MIDDELBURG
"4984 PEPCELL CPT BELHAR AIRPORT SHOP 62 AIRPORT MALL, STELLENBOSCH ARTERIAL ROAD BELHAR CAPE TOWN WESTERN CAPE",4984,PEPCELL CPT
"4990 PEPCELL SOSHANGUVE BATHO PLAZA SHOP 14 BATHO PLAZA, C/O DR MAROKO DRIVE & DEADLY NIGHTSHADE STREET SOSHANGUVE SOSHANGUVE GAUTENG",4990,PEPCELL SOSHANGUVE
"4994 PEPCELL PTA EAST PARK CENTRE SHOP 1 EAST PARK SHOPPING CENTRE, 43 BAVIAANSPOORT ROAD EAST LYNNE PRETORIA GAUTENG",4994,PEPCELL PTA
"4999 PEPCELL ACORNHOEK MALL SHOP 33B ACORNHOEK MALL, R40 ACORNHOEK ACORNHOEK MPUMALANGA",4999,PEPCELL ACORNHOEK
"5513 PEPHOME MOTHERWELL NYARA SHOP 22 MOTHERWELL SHOPPING CENTRE, C/O NYARA STREET TYNIRA STREET MOTHERWELL MOTHERWELL EASTERN CAPE",5513,PEPHOME MOTHERWELL
"5514 PEPHOME BELA-BELA SHOP B, VAN HEERDEN BUILDING, CHRIS HANI ROAD (PREVIOUSLY VOORTREKKER) BELA-BELA BELA-BELA LIMPOPO",5514,PEPHOME BELA-BELA
"5520 PEPHOME PTA QUAGGA CENTRE SHOP 35 & 36 QUAGGA CENTRE , C/O CHURCH STREET COURT STREET PRETORIA WEST PRETORIA GAUTENG",5520,PEPHOME PTA
"5524 PEPHOME BOARDWALK@INKWA SHOP L74-L78, BOARDWALK AT INKWA, KRUGERRAND COVE RICHARDS BAY RICHARDS BAY KWAZULU-NATAL",5524,PEPHOME BOARDWALK@INKWA
"5532 PEPHOME UPINGTON SCOTT STR SHOP 3, SCOTT STREET UPINGTON UPINGTON NORTHERN CAPE",5532,PEPHOME UPINGTON
"5537 PEPHOME WYNBERG MAYNARD MALL SHOP 34 MAYNARD MALL, C/O MAIN ROAD WETTON ROAD WYNBERG CAPE TOWN WESTERN CAPE",5537,PEPHOME WYNBERG
"5538 PEPHOME MUSINA BEPRO CENTRE SHOP 11 BEPRO CENTRE, NATIONAL ROAD (N1) MUSINA MUSINA LIMPOPO",5538,PEPHOME MUSINA
"5544 PEPHOME MAMELODI SHOP J05 MAMELODI CROSSING, C/O MAPHALLA STREET & STORMVOEL ROAD MAMELODI MAMELODI GAUTENG",5544,PEPHOME MAMELODI
"5546 PEPHOME MITCHELLS PLAIN PROM SHOP37 LIBERTY PROMENADE SHOPNG CENTRE, BERMAN ROAD MORGENSTER ROAD MITCHELLS PLAIN MITCHELLS PLAIN WESTERN CAPE",5546,PEPHOME MITCHELLS
"5547 PEPHOME BETHELSDORP CLEARY SHOP G29B CLEARY PARK SHOPPING CENTRE, STANFORD ROAD CLEARY PARK BETHELSDORP EASTERN CAPE",5547,PEPHOME BETHELSDORP
"5549 PEPHOME ATHLONE VANGATE MALL SHOP 66 VANGATE MALL, VANGUARD DRIVE ATHLONE ATHLONE WESTERN CAPE",5549,PEPHOME ATHLONE
"5550 PEPHOME LOUIS TRICHARDT SHOP 15 MAKHANDO CROSSING, C/O N1 & SONGWIZI STR LOUIS TRICHARDT LOUIS TRICHARDT LIMPOPO",5550,PEPHOME LOUIS
"5566 PEPHOME MIDDELBURG MP CHECKERS SHOP 51-53 CHECKERS CENTRE, C/O COWEN NTULI STREET JOHN MAGUGULA STREET MIDDELBURG MIDDELBURG MPUMALANGA",5566,PEPHOME MIDDELBURG
"5573 PEPHOME NEWPARK CENTRE SHOP 8, NEWPARK CENTRE, CNR LONG STREET & BULTFONTEIN DRIVE KIMBERLEY KIMBERLEY NORTHERN CAPE",5573,PEPHOME NEWPARK
"5576 PEPHOME PRETORIA CENTRE WALK SHOP 36-37, CENTRE WALK, 266 PRETORIUS STREET PRETORIA PRETORIA GAUTENG",5576,PEPHOME PRETORIA
"5577 PEPHOME BRITS MALL SHOP 103 BRITS MALL, C/O HENDRIK VERWOERD DRIVE MAPLE AVENUE BRITS BRITS NORTH WEST",5577,PEPHOME BRITS
"5580 PEPHOME KALAHARI MALL SHOP 69, KALAHARI MALL, CNR MALHERBE & VAN RIEBEECK ROAD UPINGTON UPINGTON NORTHERN CAPE",5580,PEPHOME KALAHARI
"5585 PEPHOME MORULENG MALL SHOP 44 MORULENG MALL, MAIN HOSPITAL ROAD (50-1) SAULSPOORT MORULENG NORTH WEST",5585,PEPHOME MORULENG
"5589 PEPHOME VEREENIGING MARK PARK SHOP 16-17, MARK PARK SHOPPING CENTRE, CNR VOORTREKKER STREET & BEACONSFIELD AVENUE VEREENIGING VEREENIGING GAUTENG",5589,PEPHOME VEREENIGING
"5590 PEPHOME CIRCUS TRIANGLE SHOP 58-59, CIRCUS TRIANGLE, CNR SUTHERLAND STREET & CATHAM STREET MTHATHA MTHATHA EASTERN CAPE",5590,PEPHOME CIRCUS
"5591 PEPHOME PINETOWN PINECREST SC SHOP 317, PINECREST SHOPPING CENTRE, 17 KINGS ROAD PINETOWN PINETOWN KWAZULU-NATAL",5591,PEPHOME PINETOWN
"5594 PEPHOME NEWCASTLE VILLAGE WALK SHOP 3-4, VILLAGE WALK, 22 AYLIFF STREET & 28 HARDING STREET NEWCASTLE NEWCASTLE KWAZULU-NATAL",5594,PEPHOME NEWCASTLE
"5608 PEPHOME M-PLAIN WESTGATE SHOP 49-50, WESTGATE MALL, C/O VANGUARD DRIVE & MORGENSTER ROAD MITCHELLS PLAIN CAPE TOWN WESTERN CAPE",5608,PEPHOME M-PLAIN
"5613 PEPHOME MIDDELBURG MALL (MP) SHOP 102 MIDDELBURG MALL, C/O SAMORA MACHELL STREET & DR. MANDELA DRIVE AERORAND WEST MIDDELBURG MPUMALANGA",5613,PEPHOME MIDDELBURG
"5615 PEPHOME HEIDELBERG MALL (GP) HEIDELBERG MALL, C/O N3 R42 HEIDELBERG HEIDELBERG GAUTENG",5615,PEPHOME HEIDELBERG
"5619 PEPHOME PRESIDENT VAAL SQUARE SHOP 19, PRESIDENT VAAL SQUARE, PLAYFAIR BOULEVARD VEREENIGING VEREENIGING GAUTENG",5619,PEPHOME PRESIDENT
"5630 PEPHOME EMPANGENI OK CENTRE SHOP N3 OK CENTRE, C/O COMMERCIAL ROAD BIYELA STREET EMPANGENI EMPANGENI KWAZULU-NATAL",5630,PEPHOME EMPANGENI
"5637 PEPHOME ZEERUST BHYHOLDT CTR SHOP 1, BHYHOLDT CENTRE, CHURCH STREET ZEERUST ZEERUST NORTH WEST",5637,PEPHOME ZEERUST
"5641 PEPHOME NONESI MALL SHOP 68, NONESI MALL, KOMANI STREET QUEENSTOWN QUEENSTOWN EASTERN CAPE",5641,PEPHOME NONESI
"5647 PEPHOME ROBERTSON CHURCH STR SHOP 41, CHURCH STREET ROBERTSON ROBERTSON WESTERN CAPE",5647,PEPHOME ROBERTSON
"5648 PEPHOME DELMAS WILLOWBROOK SQ SHOP 33 WILLOWBROOK SQUARE, C/O SAMUEL ROAD VAN DER WALT STREET DELMAS DELMAS MPUMALANGA",5648,PEPHOME DELMAS
"5654 PEPHOME LYDENBURG LT CENTRE SHOP 5, LT CENTRE, MAIN STREET LYDENBURG LYDENBURG MPUMALANGA",5654,PEPHOME LYDENBURG
"5663 PEPHOME DURBAN THE ATRIUM SHOP 5A-B, THE ATRIUM, 430 PETER MOKABA ROAD BEREA DURBAN KWAZULU-NATAL",5663,PEPHOME DURBAN
"5664 PEPHOME UMLAZI MEGA CITY SHOP S146, UMLAZI MEGA CITY, 50 MANGOSUTHU HIGHWAY (AKA GRIFFITHS MXENGE HIGHWAY) UMLAZI UMLAZI KWAZULU-NATAL",5664,PEPHOME UMLAZI
"5669 PEPHOME CT OTTERY CENTRE SHOP L33, OTTERY CENTRE, NEW OTTERY ROAD OTTERY OTTERY WESTERN CAPE",5669,PEPHOME CT
"5682 PEPHOME DOUGLAS SHOP 2, HERBERT, 10 SOUTHEY STREET DOUGLAS DOUGLAS NORTHERN CAPE",5682,PEPHOME DOUGLAS
"5683 PEPHOME HAZYVIEW JUNCTION SHOP_ HAZYVIEW JUNCTION, C/O R40 R536 HAZYVIEW HAZYVIEW MPUMALANGA",5683,PEPHOME HAZYVIEW
"5684 PEPHOME AMANZIMTOTI GALLERIA SHOP G041/042, GALLERIA, CNR MOSS KOLNICK DRIVE AND ARBOUR ROAD AMANZIMTOTI AMANZIMTOTI KWAZULU-NATAL",5684,PEPHOME AMANZIMTOTI
"5693 PEPHOME TAMBOTIE MALL TAMBOTIE MALL, C/O R41 TAMBOTIE ROAD MALAN STREET RANDFONTEIN RANDFONTEIN GAUTENG",5693,PEPHOME TAMBOTIE
"5699 PEPHOME SCOTTBURGH DYNARC MALL 72 DYNARC MALL, C/O R102 MARGATE AVENUE SCOTTBURGH SCOTTBURGH KWAZULU-NATAL",5699,PEPHOME SCOTTBURGH
"5712 PEPHOME HERITAGE MALL HERITAGE MALL, C/O GLUCKMAN ROAD BISCAY ROAD PORT ALFRED PORT ALFRED EASTERN CAPE",5712,PEPHOME HERITAGE
"5723 PEP HOME PMB EDENDALE MALL SHOP 7AEDENDALE MALL, C/O MOSES MAHBIDA & MOUNT PARTRIDGE EDENDALE PIETERMARITZBURG KWAZULU-NATAL",5723,PEP HOME
"5727 PEPHOME KAKAMAS CENTRE SHOP 5 KAKAMAS CENTRE, C/O N14 AUGRABIES WAY & VOORTREKKER WAY KAKAMAS KAKAMAS NORTHERN CAPE",5727,PEPHOME KAKAMAS
"5728 PEPHOME ERMELO MERINO MALL SHOP 47 MERINO MALL, C/O VOORTREKKER & NEDERLANDSE ROAD ERMELO ERMELO MPUMALANGA",5728,PEPHOME ERMELO
"5737 PEPHOME BALLITO JUNCTION SHOP 628 BALLITO JUNCTION, 1 LEONORA DRIVE BALLITO BALLITO KWAZULU-NATAL",5737,PEPHOME BALLITO
"5739 PEPHOME STANGER KWADAKUZA MALL SHOP 34 KWADUKUZA MALL, 2 ELIZABETH STREET STANGER STANGER KWAZULU-NATAL",5739,PEPHOME STANGER
"5741 PEPHOME SUN CITY SUN VILLAGE SHOP 21A SUN VILLAGE SHOPPING CENTRE, R556 MAIN ROAD SUN CITY SUN CITY NORTH WEST",5741,PEPHOME SUN
"5748 PEPHOME PTA MAMELODI MAMS MALL SHOP 116 MAMS MALL, TSAMAYA AVENUE MAMELODI PRETORIA GAUTENG",5748,PEPHOME PTA
"5749 PEPHOME MODIMOLLE MODI MALL SHOP 28 MODI MALL , C/O THABO MBEKI STREET & LIMPOPO STREET MODIMOLLE MODIMOLLE LIMPOPO",5749,PEPHOME MODIMOLLE
"5752 PEPHOME TSHWANE REG MALL PTA SHOP GF31 TSHWANE REGIONAL MALL, C/O WATLOO & TSAMAYA AVENUE MAMELODI PRETORIA GAUTENG",5752,PEPHOME TSHWANE
"5786 PEPHOME ODENDAALSRUS SHOP 02, 76 WATERKANT STREET ODENDAALSRUS ODENDAALSRUS FREE STATE",5786,PEPHOME ODENDAALSRUS
"5788 PEPHOME KOKSTAD REGIONAL CTR SHOP 86 KOKSTAD REGIONAL CENTRE , 72 MAIN STREET KOKSTAD KOKSTAD KWAZULU-NATAL",5788,PEPHOME KOKSTAD
"5790 PEPHOME TEMBISA MALL SHOP G22 MALL OF TEMBISA , C/O ALUMINIUM & R563 TEMBISA TEMBISA GAUTENG",5790,PEPHOME TEMBISA
"5795 PEPHOME SILVERTON SILVER MALL SHOP 54 SILVER MALL, C/O DE BOLEVARD & R104 PRETORIA ROAD SILVERTON PRETORIA GAUTENG",5795,PEPHOME SILVERTON
"5814 PEPHOME EMPANGENI SANLAM SHOP 260 EMPANGENI SANLAM CENTRE , MAXWELL STREET EMPANGENI EMPANGENI KWAZULU-NATAL",5814,PEPHOME EMPANGENI
"5834 PEPHOME RANDFONTEIN VILLAGE SQ SHOP 42 VILLAGE SQUARE SHOPPING CENTRE, 72 MAIN REEF RD RANDFONTEIN RANDFONTEIN GAUTENG",5834,PEPHOME RANDFONTEIN
"5844 PEPHOME BETHAL SHOP 21D P & PD KRUGER BUILDING , VUYISILE MINI STREET BETHAL BETHAL MPUMALANGA",5844,PEPHOME BETHAL
"5845 PEPHOME PHUTHADITJHABA MALUTI SHOP 101A MALUTI CRESCENT, C/O SETAI & MOTLAING STREETS PHUTHADITJHABA PHUTHADITJHABA FREE STATE",5845,PEPHOME PHUTHADITJHABA
